Computing M_k(n) for 0 <= n <= 1000 ...
    n |      type |                L4(n) | status
  722 | composite | -8183250398236059125280 | OK
  723 | composite | -1200472028797919201280 | OK
  724 | composite | -8640006712693075168176 | OK
  725 | composite | -79414333053709248000 | OK
  726 | composite | -9823105700161693964640 | OK
  727 |     prime |                    0 | OK
  728 | composite | -9043848584849553995520 | OK
  729 | composite | -1284588513914253835392 | OK
  730 | composite | -9026473718638102209600 | OK
  731 | composite |    80670070466979840 | OK
  732 | composite | -10795569634219034710080 | OK
  733 |     prime |                    0 | OK
  734 | composite | -9345303794769505577856 | OK
  735 | composite | -1471213502410516300800 | OK
  736 | composite | -9867625770580147238400 | OK
  737 | composite |   584536154665731840 | OK
  738 | composite | -11213095687777846074240 | OK
  739 |     prime |                    0 | OK
  740 | composite | -10398902749915477744800 | OK
  741 | composite | -1465729411897784517120 | OK
  742 | composite | -10208513994869307277440 | OK
  743 |     prime |                    0 | OK
  744 | composite | -12313507726832541235200 | OK
  745 | composite | -99648668385967008000 | OK
  746 | composite | -10649330676168204636000 | OK
  747 | composite | -1566357969434219458560 | OK
  748 | composite | -11237448389452672242240 | OK
  749 | composite | -11923876973045592576 | OK
  750 | composite | -12875392239363379440000 | OK
  751 |     prime |                    0 | OK
  752 | composite | -11735420134027179824640 | OK
  753 | composite | -1670751116731111968000 | OK
  754 | composite | -11604356010579960700800 | OK
  755 | composite | -111503980581731712000 | OK
  756 | composite | -14020304616266983856640 | OK
  757 |     prime |                    0 | OK
  758 | composite | -12109877424705767888160 | OK
  759 | composite | -1781640317423520626688 | OK
  760 | composite | -12898373995980212208000 | OK
  761 |     prime |                    0 | OK
  762 | composite | -14514382538904560394240 | OK
  763 | composite | -14146568034609669120 | OK
  764 | composite | -13328227054838634564096 | OK
  765 | composite | -2024985158579593267200 | OK
  766 | composite | -13178297241336747125760 | OK
  767 | composite |   680189760046218240 | OK
  768 | composite | -15909412983623595878400 | OK
  769 |     prime |                    0 | OK
  770 | composite | -13888483434629895168000 | OK
  771 | composite | -2024331626750299176960 | OK
  772 | composite | -14495397248169454428240 | OK
  773 |     prime |                    0 | OK
  774 | composite | -16464672472852589809824 | OK
  775 | composite | -139266058172806656000 | OK
  776 | composite | -15117355843120613063520 | OK
  777 | composite | -2172806667144787645440 | OK
  778 | composite | -14935543663594658688480 | OK
  779 | composite |   -28067590164096000 | OK
  780 | composite | -18169458708831731683200 | OK
  781 | composite |   741020075061235200 | OK
  782 | composite | -15565260460921135413120 | OK
  783 | composite | -2296822188383909683200 | OK
  784 | composite | -16437313229041597736928 | OK
  785 | composite | -154780828032555129600 | OK
  786 | composite | -18637698960451574530560 | OK
  787 |     prime |                    0 | OK
  788 | composite | -17100843650880391710000 | OK
  789 | composite | -2441722534942741231104 | OK
  790 | composite | -17057629610069071929600 | OK
  791 | composite | -19684938665275269120 | OK
  792 | composite | -20394457912221582720960 | OK
  793 | composite |   847362282443738880 | OK
  794 | composite | -17595635245544097647136 | OK
  795 | composite | -2768278979274325171200 | OK
  796 | composite | -18550795644116983934400 | OK
  797 |     prime |                    0 | OK
  798 | composite | -21080007190418320327680 | OK
  799 | composite |   235437496640077824 | OK
  800 | composite | -19504276726280811624000 | OK
  801 | composite | -2762217305311421502720 | OK
  802 | composite | -19074683060953586102400 | OK
  803 | composite |   811878963824839680 | OK
  804 | composite | -23015217414683012351616 | OK
  805 | composite | -214593685469453875200 | OK
  806 | composite | -19853618654128113953280 | OK
  807 | composite | -2932549804053298206720 | OK
  808 | composite | -20935702529177175388320 | OK
  809 |     prime |                    0 | OK
  810 | composite | -23955139348142072162400 | OK
  811 |     prime |                    0 | OK
  812 | composite | -21801268815537265326720 | OK
  813 | composite | -3114309774698391997440 | OK
  814 | composite | -21496593221671925366592 | OK
  815 | composite | -212069043305349350400 | OK
  816 | composite | -25945054946398837751040 | OK
  817 | composite |    15368156892506880 | OK
  818 | composite | -22362411406318855773120 | OK
  819 | composite | -3334737390042255934464 | OK
  820 | composite | -23789646276575393676000 | OK
  821 |     prime |                    0 | OK
  822 | composite | -26740653469124670210240 | OK
  823 |     prime |                    0 | OK
  824 | composite | -24518389228445724393600 | OK
  825 | composite | -3741341761514830176000 | OK
  826 | composite | -24212968529678075159040 | OK
  827 |     prime |                    0 | OK
  828 | composite | -29180009176971754720320 | OK
  829 |     prime |                    0 | OK
  830 | composite | -25390967887383894936000 | OK
  831 | composite | -3720082945816385326080 | OK
  832 | composite | -26501609310705263105280 | OK
  833 | composite | -31120545436104176640 | OK
  834 | composite | -30053713603211240140800 | OK
  835 | composite | -259849075831821235200 | OK
  836 | composite | -27534446190963338014080 | OK
  837 | composite | -3947762502886465105920 | OK
  838 | composite | -27161789927220981241440 | OK
  839 |     prime |                    0 | OK
  840 | composite | -33085012908532707763200 | OK
  841 | composite |  -257276713067203200 | OK
  842 | composite | -28222977209134171050720 | OK
  843 | composite | -4179034415632321244160 | OK
  844 | composite | -29730246470289618733536 | OK
  845 | composite | -285816029564394201600 | OK
  846 | composite | -33724319635466140118400 | OK
  847 | composite | -35673459905835924480 | OK
  848 | composite | -30896862706535443675200 | OK
  849 | composite | -4426541743755430151424 | OK
  850 | composite | -30756844671101366328000 | OK
  851 | composite |  -359734038690216960 | OK
  852 | composite | -36735925200742379485440 | OK
  853 |     prime |                    0 | OK
  854 | composite | -31665582616677972988032 | OK
  855 | composite | -5007088733775478732800 | OK
  856 | composite | -33324658409046742384320 | OK
  857 |     prime |                    0 | OK
  858 | composite | -37771466267485522091520 | OK
  859 |     prime |                    0 | OK
  860 | composite | -34917605625122597361600 | OK
  861 | composite | -5002876195358481054720 | OK
  862 | composite | -34091766515659203665280 | OK
  863 |     prime |                    0 | OK
  864 | composite | -41141600222401875571200 | OK
  865 | composite | -349129367201194540800 | OK
  866 | composite | -35385787429748962738560 | OK
  867 | composite | -5247172984252948899840 | OK
  868 | composite | -37306231625903057233920 | OK
  869 | composite |   919143688484736000 | OK
  870 | composite | -42612093422696492899200 | OK
  871 | composite |  1525111652248504320 | OK
  872 | composite | -38684163630421869991200 | OK
  873 | composite | -5555327257249448313600 | OK
  874 | composite | -38103615253248222144000 | OK
  875 | composite | -433830798624787200000 | OK
  876 | composite | -45956223055693439133120 | OK
  877 |     prime |                    0 | OK
  878 | composite | -39529353464277633190080 | OK
  879 | composite | -5866501625262119568384 | OK
  880 | composite | -42038778625806545721600 | OK
  881 |     prime |                    0 | OK
  882 | composite | -47231689062290792542560 | OK
  883 |     prime |                    0 | OK
  884 | composite | -43162887747980831122656 | OK
  885 | composite | -6620543185108834598400 | OK
  886 | composite | -42522068947523014405920 | OK
  887 |     prime |                    0 | OK
  888 | composite | -51303818784000712475520 | OK
  889 | composite | -56429295063838212096 | OK
  890 | composite | -44535718739221298452800 | OK
  891 | composite | -6555233889743672770560 | OK
  892 | composite | -46411645815147493843200 | OK
  893 | composite |   196791168365890560 | OK
  894 | composite | -52599329592659749368000 | OK
  895 | composite | -464138556966991641600 | OK
  896 | composite | -48195185706149211555840 | OK
  897 | composite | -6912964041247815183360 | OK
  898 | composite | -47382804392062584614400 | OK
  899 | composite |  -738872332144128000 | OK
  900 | composite | -57636269717216492043000 | OK
  901 | composite |   750054104165882880 | OK
  902 | composite | -49107116578859584660800 | OK
  903 | composite | -7363287947496947558400 | OK
  904 | composite | -51707653975097764168800 | OK
  905 | composite | -509215471036686086400 | OK
  906 | composite | -58562596636596886095360 | OK
  907 |     prime |                    0 | OK
  908 | composite | -53552751181550685882720 | OK
  909 | composite | -7709710967187804716544 | OK
  910 | composite | -53324490433234774790400 | OK
  911 |     prime |                    0 | OK
  912 | composite | -63603411287758645777920 | OK
  913 | composite |   802964690934362880 | OK
  914 | composite | -54616348736724154879296 | OK
  915 | composite | -8678973371110248729600 | OK
  916 | composite | -57470783834193122445360 | OK
  917 | composite | -74347879888171169280 | OK
  918 | composite | -65118541872991993338240 | OK
  919 |     prime |                    0 | OK
  920 | composite | -60138174621544617427200 | OK
  921 | composite | -8564244872354624597760 | OK
  922 | composite | -58582444171556777878560 | OK
  923 | composite |  2136440763420687360 | OK
  924 | composite | -70717343733035440100352 | OK
  925 | composite | -611647112406255744000 | OK
  926 | composite | -60658327876624054093440 | OK
  927 | composite | -9038013146417550597120 | OK
  928 | composite | -63849270304684241516160 | OK
  929 |     prime |                    0 | OK
  930 | composite | -72928516493859327590400 | OK
  931 | composite | -84672348067897175040 | OK
  932 | composite | -66065927355329343970320 | OK
  933 | composite | -9511330561696107256320 | OK
  934 | composite | -65004027206188641663456 | OK
  935 | composite | -666537979716216115200 | OK
  936 | composite | -78423138779804182334880 | OK
  937 |     prime |                    0 | OK
  938 | composite | -67365922019679499184640 | OK
  939 | composite | -10018327751837211515904 | OK
  940 | composite | -71472162578977326969600 | OK
  941 |     prime |                    0 | OK
  942 | composite | -80148903122429904450240 | OK
  943 | composite |  -472314662234849280 | OK
  944 | composite | -73266369086707462742400 | OK
  945 | composite | -11388534821696467814400 | OK
  946 | composite | -72033054598583845578240 | OK
  947 |     prime |                    0 | OK
  948 | composite | -86848946820971094735360 | OK
  949 | composite |  2489523583740350976 | OK
  950 | composite | -75286715478996357252000 | OK
  951 | composite | -11103717328463382405120 | OK
  952 | composite | -78517859245696790519040 | OK
  953 |     prime |                    0 | OK
  954 | composite | -88762601831619029325984 | OK
  955 | composite | -796916410923726643200 | OK
  956 | composite | -81066340286476463076480 | OK
  957 | composite | -11684620379572464360960 | OK
  958 | composite | -79718856464636150511360 | OK
  959 | composite | -110452105469330989056 | OK
  960 | composite | -96988078309110409497600 | OK
  961 | composite |  -537611354994892800 | OK
  962 | composite | -82433625767430300679680 | OK
  963 | composite | -12307145408815893672960 | OK
  964 | composite | -86688914148986592831696 | OK
  965 | composite | -869026740978614169600 | OK
  966 | composite | -98260425552509951109120 | OK
  967 |     prime |                    0 | OK
  968 | composite | -89673072766693949879280 | OK
  969 | composite | -12922671404725067865600 | OK
  970 | composite | -89024860332965986968000 | OK
  971 |     prime |                    0 | OK
  972 | composite | -106242586364482613690400 | OK
  973 | composite | -125475296151664058880 | OK
  974 | composite | -91077298373079516442176 | OK
  975 | composite | -14529399748175265408000 | OK
  976 | composite | -95811256499233835085120 | OK
  977 |     prime |                    0 | OK
  978 | composite | -108400289383604978403840 | OK
  979 | composite |    32543931784320000 | OK
  980 | composite | -100091571772390147278000 | OK
  981 | composite | -14299039916875408020480 | OK
  982 | composite | -97269667050817519470240 | OK
  983 |     prime |                    0 | OK
  984 | composite | -117313328862544805827200 | OK
  985 | composite | -1030542608492214048000 | OK
  986 | composite | -100501293543687175302720 | OK
  987 | composite | -15143918303280918896640 | OK
  988 | composite | -105653595107932897247040 | OK
  989 | composite |  -502139753524975104 | OK
  990 | composite | -120682752002578660910400 | OK
  991 |     prime |                    0 | OK
  992 | composite | -109205463922971140229120 | OK
  993 | composite | -15756084080847549077760 | OK
  994 | composite | -107397060870416728707072 | OK
  995 | composite | -1120715910249750144000 | OK
  996 | composite | -129281477276382472702080 | OK
  997 |     prime |                    0 | OK
  998 | composite | -110768641320283413516000 | OK
  999 | composite | -16568623244158307481600 | OK
 1000 | composite | -117673356594891800040000 | OK
--------------------------------------------------
No counterexamples found in 2 <= n <= 1000.
